index,participant_id,identification,audience,shorthand,item_id,intimacy,self-disclosure,valence,age,gender,area,social_media_use,facebook,twitter,instagram,snapchat,secret,yik_yak,whisper
146,4,real_name,nearby,RN,23,2,0,negative,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
147,4,real_name,nearby,RN,33,3,0,negative,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
148,4,real_name,nearby,RN,9,2,2,negative,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
149,4,real_name,nearby,RN,18,-2,2,positive,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
150,4,real_name,nearby,RN,2,-3,3,positive,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
151,4,real_name,nearby,RN,14,-2,3,positive,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
152,4,real_name,nearby,RN,7,-1,2,negative,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
153,4,real_name,nearby,RN,17,0,2,negative,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
154,4,real_name,nearby,RN,26,-1,3,positive,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
155,4,real_name,nearby,RN,28,1,2,positive,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
156,4,real_name,nearby,RN,3,-3,3,negative,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
157,4,real_name,nearby,RN,5,0,1,negative,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
158,4,real_name,nearby,RN,25,2,0,negative,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
159,4,real_name,nearby,RN,6,-2,3,positive,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
160,4,real_name,nearby,RN,8,0,1,positive,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
161,4,real_name,nearby,RN,13,2,0,negative,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
162,4,real_name,nearby,RN,24,1,0,positive,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
163,4,real_name,nearby,RN,12,2,0,positive,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
164,4,real_name,nearby,RN,34,1,1,positive,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
165,4,real_name,nearby,RN,27,2,0,negative,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
166,4,real_name,nearby,RN,32,3,0,positive,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
167,4,real_name,nearby,RN,36,3,0,positive,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
168,4,real_name,nearby,RN,35,2,0,negative,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
169,4,real_name,nearby,RN,10,-2,2,positive,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
170,4,real_name,nearby,RN,30,0,2,positive,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
171,4,real_name,nearby,RN,11,-1,0,negative,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
172,4,real_name,nearby,RN,4,-3,3,positive,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
173,4,real_name,nearby,RN,37,3,0,negative,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
174,4,real_name,nearby,RN,31,3,0,negative,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
175,4,real_name,nearby,RN,22,0,1,positive,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
176,4,real_name,nearby,RN,15,0,1,negative,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
177,4,real_name,nearby,RN,19,1,1,negative,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
178,4,real_name,nearby,RN,29,2,0,negative,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
179,4,real_name,nearby,RN,16,-1,2,positive,27,Female,Urban,Frequently,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
180,5,anonymous,nearby,AN,21,1,0,negative,56,Female,Suburban,Occasionally,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
